"UID","trait","value","timestamp","person","location","number"
"2_T3","name","name3","2017-11-07 14:59:00+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T4","name","name4","2017-11-07 14:59:02+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T5","name","name5","2017-11-07 14:59:04+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T6","name","name6","2017-11-07 14:59:06+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T7","name","name7","2017-11-07 14:59:08+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T8","name","name8","2017-11-07 14:59:12+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T9","name","name9","2017-11-07 14:59:14+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T10","name","name10","2017-11-07 14:59:17+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T11","name","name11","2017-11-07 14:59:19+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T12","name","name12","2017-11-07 14:59:21+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T13","name","name13","2017-11-07 14:59:26+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T14","name","name14","2017-11-07 14:59:29+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T15","name","name15","2017-11-07 14:59:32+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T16","name","name16","2017-11-07 14:59:37+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T17","name","name17","2017-11-07 14:59:40+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T18","name","name18","2017-11-07 14:59:42+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T19","name","name19","2017-11-07 14:59:45+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T20","name","name20","2017-11-07 14:59:49+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T21","name","name21","2017-11-07 14:59:52+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T22","name","name22","2017-11-07 14:59:54+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T23","name","name23","2017-11-07 14:59:58+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T24","name","name24","2017-11-07 15:00:01+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T25","name","name25","2017-11-07 15:00:04+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T26","name","name26","2017-11-07 15:00:06+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T27","name","name27","2017-11-07 15:00:09+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T28","name","name28","2017-11-07 15:00:11+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T29","name","name29","2017-11-07 15:00:16+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T30","name","name30","2017-11-07 15:00:19+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T1","name","name1","2017-11-07 15:00:24+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T30","block","new","2017-11-07 15:00:30+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T29","block","new","2017-11-07 15:00:31+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T28","block","new","2017-11-07 15:00:34+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T27","block","new","2017-11-07 15:00:36+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T26","block","new","2017-11-07 15:00:38+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T25","block","new","2017-11-07 15:00:41+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T24","block","new","2017-11-07 15:00:44+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T23","block","new","2017-11-07 15:00:46+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T22","block","new","2017-11-07 15:00:48+0100","Marcus McHale","50.7780 ; 6.0473","1"
"2_T21","block","new","2017-11-07 15:00:50+0100","Marcus McHale","50.7780 ; 6.0473","1"
