"UID","trait","value","timestamp","person","location","number"
"1_T46","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T47","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T48","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T49","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T50","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T51","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T52","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T53","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T54","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T55","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T56","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T57","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T58","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T59","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T60","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T61","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T62","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T63","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T64","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T65","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T66","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T67","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T68","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T69","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T70","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T71","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T72","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T73","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T74","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T75","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T76","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T77","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T78","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T79","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T80","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T81","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T82","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T83","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T84","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T85","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T86","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T87","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T88","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T89","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T90","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T91","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T92","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T93","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T94","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T95","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T96","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T97","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T98","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T99","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T100","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T101","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T102","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T103","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T104","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T105","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T106","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T107","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T108","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T109","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T110","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T111","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T112","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T113","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T114","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T115","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T116","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T117","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T118","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T119","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T120","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T121","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T122","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T123","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T124","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T125","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T126","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T127","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T128","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T129","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T130","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T131","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T132","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T133","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T134","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T135","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T136","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T137","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T138","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T139","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T140","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T141","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T142","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T143","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T144","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T145","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T146","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T147","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T148","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T149","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T150","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T151","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T152","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T153","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T154","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T155","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T156","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T157","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T158","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T159","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T160","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T161","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T162","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T163","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T164","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T165","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T166","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T167","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T168","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T169","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T170","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T171","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T172","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T173","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T174","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T175","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T176","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T177","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T178","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T179","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T180","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T181","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T182","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T183","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T184","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T185","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T186","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T187","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T188","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T189","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T190","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T191","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T192","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T193","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T194","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T195","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T196","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T197","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T198","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T199","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T200","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T201","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T202","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T203","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T204","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T205","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T206","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T207","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T208","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T209","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T210","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T211","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T212","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T213","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T214","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T215","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T216","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T217","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T218","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T219","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T220","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T221","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T222","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T223","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T224","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T225","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T226","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T227","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T228","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T229","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T230","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T231","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T232","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T233","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T234","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T235","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T236","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T237","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T238","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T239","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T240","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T241","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T242","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T243","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T244","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T245","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T246","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T247","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T248","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T249","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T250","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T251","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T252","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T253","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T254","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T255","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T256","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T257","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T258","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T259","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T260","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T261","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T262","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T263","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T264","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T265","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T266","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T267","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T268","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T269","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T270","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T271","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T272","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T273","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T274","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T275","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T276","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T277","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T278","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T279","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T280","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T281","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T282","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T283","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T284","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T285","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T286","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T287","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T288","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T289","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T290","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T291","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T292","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T293","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T294","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T295","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T296","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T297","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T298","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T299","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T300","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T301","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T302","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T303","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T304","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T305","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T306","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T307","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T308","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T309","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T310","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T311","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T312","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T313","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T314","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T315","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T316","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T317","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T318","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T319","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T320","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T321","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T322","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T323","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T324","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T325","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T326","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T327","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T328","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T329","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T330","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T331","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T332","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T333","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T334","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T335","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T336","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T337","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T338","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T339","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T340","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T341","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T342","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T343","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T344","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T345","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T346","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T347","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T348","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T349","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T350","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T351","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T352","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T353","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T354","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T355","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T356","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T357","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T358","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T359","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T360","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T361","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T362","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T363","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T364","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T365","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T366","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T367","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T368","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T369","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T370","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T371","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T372","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T373","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T374","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T375","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T376","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T377","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T378","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T379","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T380","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T381","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T382","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T383","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T384","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T385","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T386","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T387","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T388","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T389","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T390","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T391","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T392","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T393","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T394","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T395","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T396","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T397","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
"1_T398","diameter","17","2017-08-10 18:09:53+0100"," ","","1"
