UID,trait,value,timestamp,person,location,number
1_33,diameter,28,2017-08-10 18:09:53+0132,jimbob,155,1
1_34,diameter,7,2017-08-10 18:09:53+0133,jimbob,156,1
1_35,diameter,13,2017-08-10 18:09:53+0134,jimbob,157,1
1_36,diameter,5,2017-08-10 18:09:53+0135,jimbob,158,1
1_37,diameter,25,2017-08-10 18:09:53+0136,jimbob,159,1
1_38,diameter,7,2017-08-10 18:09:53+0137,jimbob,160,1
1_39,diameter,48,2017-08-10 18:09:53+0138,jimbob,161,1
1_40,diameter,7,2017-08-10 18:09:53+0139,jimbob,162,1
1_41,diameter,19,2017-08-10 18:09:53+0140,jimbob,163,1
1_42,diameter,11,2017-08-10 18:09:53+0141,jimbob,164,1
1_43,diameter,29,2017-08-10 18:09:53+0142,jimbob,165,1
1_44,diameter,8,2017-08-10 18:09:53+0143,jimbob,166,1
1_45,diameter,14,2017-08-10 18:09:53+0144,jimbob,167,1
1_46,diameter,6,2017-08-10 18:09:53+0145,jimbob,168,1
1_47,diameter,26,2017-08-10 18:09:53+0146,jimbob,169,1
1_48,diameter,8,2017-08-10 18:09:53+0147,jimbob,170,1
1_49,diameter,49,2017-08-10 18:09:53+0148,jimbob,171,1
1_50,diameter,8,2017-08-10 18:09:53+0149,jimbob,172,1
1_51,diameter,20,2017-08-10 18:09:53+0150,jimbob,173,1
1_52,diameter,12,2017-08-10 18:09:53+0151,jimbob,174,1
1_53,diameter,30,2017-08-10 18:09:53+0152,jimbob,175,1
1_54,diameter,9,2017-08-10 18:09:53+0153,jimbob,176,1
1_55,diameter,15,2017-08-10 18:09:53+0154,jimbob,177,1
1_56,diameter,7,2017-08-10 18:09:53+0155,jimbob,178,1
1_57,diameter,27,2017-08-10 18:09:53+0156,jimbob,179,1
1_58,diameter,9,2017-08-10 18:09:53+0157,jimbob,180,1
1_59,diameter,50,2017-08-10 18:09:53+0158,jimbob,181,1
1_60,diameter,9,2017-08-10 18:09:53+0159,jimbob,182,1
1_61,diameter,21,2017-08-10 18:09:53+0160,jimbob,183,1
1_62,diameter,13,2017-08-10 18:09:53+0161,jimbob,184,1
1_63,diameter,31,2017-08-10 18:09:53+0162,jimbob,185,1
1_64,diameter,10,2017-08-10 18:09:53+0163,jimbob,186,1
1_65,diameter,16,2017-08-10 18:09:53+0164,jimbob,187,1
1_66,diameter,8,2017-08-10 18:09:53+0165,jimbob,188,1
1_67,diameter,28,2017-08-10 18:09:53+0166,jimbob,189,1
1_68,diameter,10,2017-08-10 18:09:53+0167,jimbob,190,1
1_69,diameter,51,2017-08-10 18:09:53+0168,jimbob,191,1
1_70,diameter,10,2017-08-10 18:09:53+0169,jimbob,192,1
1_71,diameter,22,2017-08-10 18:09:53+0170,jimbob,193,1
1_72,diameter,14,2017-08-10 18:09:53+0171,jimbob,194,1
1_73,diameter,32,2017-08-10 18:09:53+0172,jimbob,195,1
1_74,diameter,11,2017-08-10 18:09:53+0173,jimbob,196,1
1_75,diameter,17,2017-08-10 18:09:53+0174,jimbob,197,1
1_76,diameter,9,2017-08-10 18:09:53+0175,jimbob,198,1
1_77,diameter,29,2017-08-10 18:09:53+0176,jimbob,199,1
1_78,diameter,11,2017-08-10 18:09:53+0177,jimbob,200,1
1_79,diameter,52,2017-08-10 18:09:53+0178,jimbob,201,1
1_80,diameter,11,2017-08-10 18:09:53+0179,jimbob,202,1
1_81,diameter,23,2017-08-10 18:09:53+0180,jimbob,203,1
1_82,diameter,15,2017-08-10 18:09:53+0181,jimbob,204,1
1_83,diameter,33,2017-08-10 18:09:53+0182,jimbob,205,1
1_84,diameter,12,2017-08-10 18:09:53+0183,jimbob,206,1
1_85,diameter,18,2017-08-10 18:09:53+0184,jimbob,207,1
1_86,diameter,10,2017-08-10 18:09:53+0185,jimbob,208,1
1_87,diameter,30,2017-08-10 18:09:53+0186,jimbob,209,1
1_88,diameter,12,2017-08-10 18:09:53+0187,jimbob,210,1
1_89,diameter,53,2017-08-10 18:09:53+0188,jimbob,211,1
1_90,diameter,12,2017-08-10 18:09:53+0189,jimbob,212,1
1_91,diameter,24,2017-08-10 18:09:53+0190,jimbob,213,1
1_92,diameter,16,2017-08-10 18:09:53+0191,jimbob,214,1
1_93,diameter,34,2017-08-10 18:09:53+0192,jimbob,215,1
1_94,diameter,13,2017-08-10 18:09:53+0193,jimbob,216,1
1_95,diameter,19,2017-08-10 18:09:53+0194,jimbob,217,1
1_96,diameter,11,2017-08-10 18:09:53+0195,jimbob,218,1
1_97,diameter,31,2017-08-10 18:09:53+0196,jimbob,219,1
1_98,diameter,13,2017-08-10 18:09:53+0197,jimbob,220,1
1_99,diameter,54,2017-08-10 18:09:53+0198,jimbob,221,1
1_100,diameter,13,2017-08-10 18:09:53+0199,jimbob,222,1
1_101,diameter,25,2017-08-10 18:09:53+0200,jimbob,223,1
1_102,diameter,17,2017-08-10 18:09:53+0201,jimbob,224,1
1_103,diameter,35,2017-08-10 18:09:53+0202,jimbob,225,1
1_104,diameter,14,2017-08-10 18:09:53+0203,jimbob,226,1
1_105,diameter,20,2017-08-10 18:09:53+0204,jimbob,227,1
1_106,diameter,12,2017-08-10 18:09:53+0205,jimbob,228,1
1_107,diameter,32,2017-08-10 18:09:53+0206,jimbob,229,1
1_108,diameter,14,2017-08-10 18:09:53+0207,jimbob,230,1
1_109,diameter,55,2017-08-10 18:09:53+0208,jimbob,231,1
1_110,diameter,14,2017-08-10 18:09:53+0209,jimbob,232,1
1_111,diameter,26,2017-08-10 18:09:53+0210,jimbob,233,1
1_112,diameter,18,2017-08-10 18:09:53+0211,jimbob,234,1
1_113,diameter,36,2017-08-10 18:09:53+0212,jimbob,235,1
1_114,diameter,15,2017-08-10 18:09:53+0213,jimbob,236,1
1_115,diameter,21,2017-08-10 18:09:53+0214,jimbob,237,1
1_116,diameter,13,2017-08-10 18:09:53+0215,jimbob,238,1
1_117,diameter,33,2017-08-10 18:09:53+0216,jimbob,239,1
1_118,diameter,15,2017-08-10 18:09:53+0217,jimbob,240,1
1_119,diameter,56,2017-08-10 18:09:53+0218,jimbob,241,1
1_120,diameter,15,2017-08-10 18:09:53+0219,jimbob,242,1
1_121,diameter,27,2017-08-10 18:09:53+0220,jimbob,243,1
1_122,diameter,19,2017-08-10 18:09:53+0221,jimbob,244,1
1_123,diameter,37,2017-08-10 18:09:53+0222,jimbob,245,1
1_124,diameter,16,2017-08-10 18:09:53+0223,jimbob,246,1
1_125,diameter,22,2017-08-10 18:09:53+0224,jimbob,247,1
1_126,diameter,14,2017-08-10 18:09:53+0225,jimbob,248,1
1_127,diameter,34,2017-08-10 18:09:53+0226,jimbob,249,1
1_128,diameter,16,2017-08-10 18:09:53+0227,jimbob,250,1
1_129,diameter,57,2017-08-10 18:09:53+0228,jimbob,251,1
1_130,diameter,16,2017-08-10 18:09:53+0229,jimbob,252,1
1_131,diameter,28,2017-08-10 18:09:53+0230,jimbob,253,1
1_132,diameter,20,2017-08-10 18:09:53+0231,jimbob,254,1
1_133,diameter,38,2017-08-10 18:09:53+0232,jimbob,255,1
1_134,diameter,17,2017-08-10 18:09:53+0233,jimbob,256,1
1_135,diameter,23,2017-08-10 18:09:53+0234,jimbob,257,1
1_136,diameter,15,2017-08-10 18:09:53+0235,jimbob,258,1
1_137,diameter,35,2017-08-10 18:09:53+0236,jimbob,259,1
1_138,diameter,17,2017-08-10 18:09:53+0237,jimbob,260,1
1_139,diameter,58,2017-08-10 18:09:53+0238,jimbob,261,1
1_140,diameter,17,2017-08-10 18:09:53+0239,jimbob,262,1
1_141,diameter,29,2017-08-10 18:09:53+0240,jimbob,263,1
1_142,diameter,21,2017-08-10 18:09:53+0241,jimbob,264,1
1_143,diameter,39,2017-08-10 18:09:53+0242,jimbob,265,1
1_144,diameter,18,2017-08-10 18:09:53+0243,jimbob,266,1
1_145,diameter,24,2017-08-10 18:09:53+0244,jimbob,267,1
1_146,diameter,16,2017-08-10 18:09:53+0245,jimbob,268,1
1_147,diameter,36,2017-08-10 18:09:53+0246,jimbob,269,1
1_148,diameter,18,2017-08-10 18:09:53+0247,jimbob,270,1
1_149,diameter,59,2017-08-10 18:09:53+0248,jimbob,271,1
1_150,diameter,18,2017-08-10 18:09:53+0249,jimbob,272,1
1_151,diameter,30,2017-08-10 18:09:53+0250,jimbob,273,1
1_152,diameter,22,2017-08-10 18:09:53+0251,jimbob,274,1
1_153,diameter,40,2017-08-10 18:09:53+0252,jimbob,275,1
1_154,diameter,19,2017-08-10 18:09:53+0253,jimbob,276,1
1_155,diameter,25,2017-08-10 18:09:53+0254,jimbob,277,1
1_156,diameter,17,2017-08-10 18:09:53+0255,jimbob,278,1
1_157,diameter,37,2017-08-10 18:09:53+0256,jimbob,279,1
1_158,diameter,19,2017-08-10 18:09:53+0257,jimbob,280,1
1_159,diameter,60,2017-08-10 18:09:53+0258,jimbob,281,1
1_160,diameter,19,2017-08-10 18:09:53+0259,jimbob,282,1
1_161,diameter,31,2017-08-10 18:09:53+0260,jimbob,283,1
1_162,diameter,23,2017-08-10 18:09:53+0261,jimbob,284,1
1_163,diameter,41,2017-08-10 18:09:53+0262,jimbob,285,1
1_164,diameter,20,2017-08-10 18:09:53+0263,jimbob,286,1
1_165,diameter,26,2017-08-10 18:09:53+0264,jimbob,287,1
1_166,diameter,18,2017-08-10 18:09:53+0265,jimbob,288,1
1_167,diameter,38,2017-08-10 18:09:53+0266,jimbob,289,1
1_168,diameter,20,2017-08-10 18:09:53+0267,jimbob,290,1
1_169,diameter,61,2017-08-10 18:09:53+0268,jimbob,291,1
1_170,diameter,20,2017-08-10 18:09:53+0269,jimbob,292,1
1_171,diameter,32,2017-08-10 18:09:53+0270,jimbob,293,1
1_172,diameter,24,2017-08-10 18:09:53+0271,jimbob,294,1
1_173,diameter,42,2017-08-10 18:09:53+0272,jimbob,295,1
1_174,diameter,21,2017-08-10 18:09:53+0273,jimbob,296,1
1_175,diameter,27,2017-08-10 18:09:53+0274,jimbob,297,1
1_176,diameter,19,2017-08-10 18:09:53+0275,jimbob,298,1
1_177,diameter,39,2017-08-10 18:09:53+0276,jimbob,299,1
1_178,diameter,21,2017-08-10 18:09:53+0277,jimbob,300,1
1_179,diameter,62,2017-08-10 18:09:53+0278,jimbob,301,1
1_180,diameter,21,2017-08-10 18:09:53+0279,jimbob,302,1
1_181,diameter,33,2017-08-10 18:09:53+0280,jimbob,303,1
1_182,diameter,25,2017-08-10 18:09:53+0281,jimbob,304,1
1_183,diameter,43,2017-08-10 18:09:53+0282,jimbob,305,1
1_184,diameter,22,2017-08-10 18:09:53+0283,jimbob,306,1
1_185,diameter,28,2017-08-10 18:09:53+0284,jimbob,307,1
1_186,diameter,20,2017-08-10 18:09:53+0285,jimbob,308,1
1_187,diameter,40,2017-08-10 18:09:53+0286,jimbob,309,1
1_188,diameter,22,2017-08-10 18:09:53+0287,jimbob,310,1
1_189,diameter,63,2017-08-10 18:09:53+0288,jimbob,311,1
1_190,diameter,22,2017-08-10 18:09:53+0289,jimbob,312,1
1_191,diameter,34,2017-08-10 18:09:53+0290,jimbob,313,1
1_192,diameter,26,2017-08-10 18:09:53+0291,jimbob,314,1
1_193,diameter,44,2017-08-10 18:09:53+0292,jimbob,315,1
1_194,diameter,23,2017-08-10 18:09:53+0293,jimbob,316,1
1_195,diameter,29,2017-08-10 18:09:53+0294,jimbob,317,1
1_196,diameter,21,2017-08-10 18:09:53+0295,jimbob,318,1
1_197,diameter,41,2017-08-10 18:09:53+0296,jimbob,319,1
1_198,diameter,23,2017-08-10 18:09:53+0297,jimbob,320,1
1_199,diameter,64,2017-08-10 18:09:53+0298,jimbob,321,1
1_200,diameter,23,2017-08-10 18:09:53+0299,jimbob,322,1
1_201,diameter,35,2017-08-10 18:09:53+0300,jimbob,323,1
1_202,diameter,27,2017-08-10 18:09:53+0301,jimbob,324,1
1_203,diameter,45,2017-08-10 18:09:53+0302,jimbob,325,1
1_204,diameter,24,2017-08-10 18:09:53+0303,jimbob,326,1
1_205,diameter,30,2017-08-10 18:09:53+0304,jimbob,327,1
1_206,diameter,22,2017-08-10 18:09:53+0305,jimbob,328,1
1_207,diameter,42,2017-08-10 18:09:53+0306,jimbob,329,1
1_208,diameter,24,2017-08-10 18:09:53+0307,jimbob,330,1
1_209,diameter,65,2017-08-10 18:09:53+0308,jimbob,331,1
1_210,diameter,24,2017-08-10 18:09:53+0309,jimbob,332,1
1_211,diameter,36,2017-08-10 18:09:53+0310,jimbob,333,1
1_212,diameter,28,2017-08-10 18:09:53+0311,jimbob,334,1
1_213,diameter,46,2017-08-10 18:09:53+0312,jimbob,335,1
1_214,diameter,25,2017-08-10 18:09:53+0313,jimbob,336,1
1_215,diameter,31,2017-08-10 18:09:53+0314,jimbob,337,1
1_216,diameter,23,2017-08-10 18:09:53+0315,jimbob,338,1
1_217,diameter,43,2017-08-10 18:09:53+0316,jimbob,339,1
1_218,diameter,25,2017-08-10 18:09:53+0317,jimbob,340,1
1_219,diameter,66,2017-08-10 18:09:53+0318,jimbob,341,1
1_220,diameter,25,2017-08-10 18:09:53+0319,jimbob,342,1
1_221,diameter,37,2017-08-10 18:09:53+0320,jimbob,343,1
1_222,diameter,29,2017-08-10 18:09:53+0321,jimbob,344,1
1_223,diameter,47,2017-08-10 18:09:53+0322,jimbob,345,1
1_224,diameter,26,2017-08-10 18:09:53+0323,jimbob,346,1
1_225,diameter,32,2017-08-10 18:09:53+0324,jimbob,347,1
1_226,diameter,24,2017-08-10 18:09:53+0325,jimbob,348,1
1_227,diameter,44,2017-08-10 18:09:53+0326,jimbob,349,1
1_228,diameter,26,2017-08-10 18:09:53+0327,jimbob,350,1
1_229,diameter,67,2017-08-10 18:09:53+0328,jimbob,351,1
1_230,diameter,26,2017-08-10 18:09:53+0329,jimbob,352,1
1_231,diameter,38,2017-08-10 18:09:53+0330,jimbob,353,1
1_232,diameter,30,2017-08-10 18:09:53+0331,jimbob,354,1
1_233,diameter,48,2017-08-10 18:09:53+0332,jimbob,355,1
1_234,diameter,27,2017-08-10 18:09:53+0333,jimbob,356,1
1_235,diameter,33,2017-08-10 18:09:53+0334,jimbob,357,1
1_236,diameter,25,2017-08-10 18:09:53+0335,jimbob,358,1
1_237,diameter,45,2017-08-10 18:09:53+0336,jimbob,359,1
1_238,diameter,27,2017-08-10 18:09:53+0337,jimbob,360,1
1_239,diameter,68,2017-08-10 18:09:53+0338,jimbob,361,1
1_240,diameter,27,2017-08-10 18:09:53+0339,jimbob,362,1
1_241,diameter,39,2017-08-10 18:09:53+0340,jimbob,363,1
1_242,diameter,31,2017-08-10 18:09:53+0341,jimbob,364,1
1_243,diameter,49,2017-08-10 18:09:53+0342,jimbob,365,1
1_244,diameter,28,2017-08-10 18:09:53+0343,jimbob,366,1
1_245,diameter,34,2017-08-10 18:09:53+0344,jimbob,367,1
1_246,diameter,26,2017-08-10 18:09:53+0345,jimbob,368,1
1_247,diameter,46,2017-08-10 18:09:53+0346,jimbob,369,1
1_248,diameter,28,2017-08-10 18:09:53+0347,jimbob,370,1
1_249,diameter,69,2017-08-10 18:09:53+0348,jimbob,371,1
1_250,diameter,28,2017-08-10 18:09:53+0349,jimbob,372,1
1_251,diameter,40,2017-08-10 18:09:53+0350,jimbob,373,1
1_252,diameter,32,2017-08-10 18:09:53+0351,jimbob,374,1
1_253,diameter,50,2017-08-10 18:09:53+0352,jimbob,375,1
1_254,diameter,29,2017-08-10 18:09:53+0353,jimbob,376,1
1_255,diameter,35,2017-08-10 18:09:53+0354,jimbob,377,1
1_256,diameter,27,2017-08-10 18:09:53+0355,jimbob,378,1
1_257,diameter,47,2017-08-10 18:09:53+0356,jimbob,379,1
1_258,diameter,29,2017-08-10 18:09:53+0357,jimbob,380,1
1_259,diameter,70,2017-08-10 18:09:53+0358,jimbob,381,1
1_260,diameter,29,2017-08-10 18:09:53+0359,jimbob,382,1
1_261,diameter,41,2017-08-10 18:09:53+0360,jimbob,383,1
1_262,diameter,33,2017-08-10 18:09:53+0361,jimbob,384,1
1_263,diameter,51,2017-08-10 18:09:53+0362,jimbob,385,1
1_264,diameter,30,2017-08-10 18:09:53+0363,jimbob,386,1
1_265,diameter,36,2017-08-10 18:09:53+0364,jimbob,387,1
1_266,diameter,28,2017-08-10 18:09:53+0365,jimbob,388,1
1_267,diameter,48,2017-08-10 18:09:53+0366,jimbob,389,1
1_268,diameter,30,2017-08-10 18:09:53+0367,jimbob,390,1
1_269,diameter,71,2017-08-10 18:09:53+0368,jimbob,391,1
1_270,diameter,30,2017-08-10 18:09:53+0369,jimbob,392,1
1_271,diameter,42,2017-08-10 18:09:53+0370,jimbob,393,1
1_272,diameter,34,2017-08-10 18:09:53+0371,jimbob,394,1
1_273,diameter,52,2017-08-10 18:09:53+0372,jimbob,395,1
1_274,diameter,31,2017-08-10 18:09:53+0373,jimbob,396,1
1_275,diameter,37,2017-08-10 18:09:53+0374,jimbob,397,1
1_276,diameter,29,2017-08-10 18:09:53+0375,jimbob,398,1
1_277,diameter,49,2017-08-10 18:09:53+0376,jimbob,399,1
1_278,diameter,31,2017-08-10 18:09:53+0377,jimbob,400,1
1_279,diameter,72,2017-08-10 18:09:53+0378,jimbob,401,1
1_280,diameter,31,2017-08-10 18:09:53+0379,jimbob,402,1
1_281,diameter,43,2017-08-10 18:09:53+0380,jimbob,403,1
1_282,diameter,35,2017-08-10 18:09:53+0381,jimbob,404,1
1_283,diameter,53,2017-08-10 18:09:53+0382,jimbob,405,1
1_284,diameter,32,2017-08-10 18:09:53+0383,jimbob,406,1
1_285,diameter,38,2017-08-10 18:09:53+0384,jimbob,407,1
1_286,diameter,30,2017-08-10 18:09:53+0385,jimbob,408,1
1_287,diameter,50,2017-08-10 18:09:53+0386,jimbob,409,1
1_288,diameter,32,2017-08-10 18:09:53+0387,jimbob,410,1
1_289,diameter,73,2017-08-10 18:09:53+0388,jimbob,411,1
1_290,diameter,32,2017-08-10 18:09:53+0389,jimbob,412,1
1_291,diameter,44,2017-08-10 18:09:53+0390,jimbob,413,1
1_292,diameter,36,2017-08-10 18:09:53+0391,jimbob,414,1
1_293,diameter,54,2017-08-10 18:09:53+0392,jimbob,415,1
1_294,diameter,33,2017-08-10 18:09:53+0393,jimbob,416,1
1_295,diameter,39,2017-08-10 18:09:53+0394,jimbob,417,1
1_296,diameter,31,2017-08-10 18:09:53+0395,jimbob,418,1
1_297,diameter,51,2017-08-10 18:09:53+0396,jimbob,419,1
1_298,diameter,33,2017-08-10 18:09:53+0397,jimbob,420,1
1_299,diameter,74,2017-08-10 18:09:53+0398,jimbob,421,1
1_300,diameter,33,2017-08-10 18:09:53+0399,jimbob,422,1
1_301,diameter,45,2017-08-10 18:09:53+0400,jimbob,423,1
1_302,diameter,37,2017-08-10 18:09:53+0401,jimbob,424,1
1_303,diameter,55,2017-08-10 18:09:53+0402,jimbob,425,1
1_304,diameter,34,2017-08-10 18:09:53+0403,jimbob,426,1
1_305,diameter,40,2017-08-10 18:09:53+0404,jimbob,427,1
1_306,diameter,32,2017-08-10 18:09:53+0405,jimbob,428,1
1_307,diameter,52,2017-08-10 18:09:53+0406,jimbob,429,1
1_308,diameter,34,2017-08-10 18:09:53+0407,jimbob,430,1
1_309,diameter,75,2017-08-10 18:09:53+0408,jimbob,431,1
1_310,diameter,34,2017-08-10 18:09:53+0409,jimbob,432,1
1_311,diameter,46,2017-08-10 18:09:53+0410,jimbob,433,1
1_312,diameter,38,2017-08-10 18:09:53+0411,jimbob,434,1
1_313,diameter,56,2017-08-10 18:09:53+0412,jimbob,435,1
1_314,diameter,35,2017-08-10 18:09:53+0413,jimbob,436,1
1_315,diameter,41,2017-08-10 18:09:53+0414,jimbob,437,1
1_316,diameter,33,2017-08-10 18:09:53+0415,jimbob,438,1
1_317,diameter,53,2017-08-10 18:09:53+0416,jimbob,439,1
1_318,diameter,35,2017-08-10 18:09:53+0417,jimbob,440,1
1_319,diameter,76,2017-08-10 18:09:53+0418,jimbob,441,1
1_320,diameter,35,2017-08-10 18:09:53+0419,jimbob,442,1
1_321,diameter,47,2017-08-10 18:09:53+0420,jimbob,443,1
1_322,diameter,39,2017-08-10 18:09:53+0421,jimbob,444,1
1_323,diameter,57,2017-08-10 18:09:53+0422,jimbob,445,1
1_324,diameter,36,2017-08-10 18:09:53+0423,jimbob,446,1
1_325,diameter,42,2017-08-10 18:09:53+0424,jimbob,447,1
1_326,diameter,34,2017-08-10 18:09:53+0425,jimbob,448,1
1_327,diameter,54,2017-08-10 18:09:53+0426,jimbob,449,1
1_328,diameter,36,2017-08-10 18:09:53+0427,jimbob,450,1
1_329,diameter,77,2017-08-10 18:09:53+0428,jimbob,451,1
1_330,diameter,36,2017-08-10 18:09:53+0429,jimbob,452,1
1_331,diameter,48,2017-08-10 18:09:53+0430,jimbob,453,1
1_332,diameter,40,2017-08-10 18:09:53+0431,jimbob,454,1
1_333,diameter,58,2017-08-10 18:09:53+0432,jimbob,455,1
1_334,diameter,37,2017-08-10 18:09:53+0433,jimbob,456,1
1_335,diameter,43,2017-08-10 18:09:53+0434,jimbob,457,1
1_336,diameter,35,2017-08-10 18:09:53+0435,jimbob,458,1
1_337,diameter,55,2017-08-10 18:09:53+0436,jimbob,459,1
1_338,diameter,37,2017-08-10 18:09:53+0437,jimbob,460,1
1_339,diameter,78,2017-08-10 18:09:53+0438,jimbob,461,1
1_340,diameter,37,2017-08-10 18:09:53+0439,jimbob,462,1
1_341,diameter,49,2017-08-10 18:09:53+0440,jimbob,463,1
1_342,diameter,41,2017-08-10 18:09:53+0441,jimbob,464,1
1_343,diameter,59,2017-08-10 18:09:53+0442,jimbob,465,1
1_344,diameter,38,2017-08-10 18:09:53+0443,jimbob,466,1
1_345,diameter,44,2017-08-10 18:09:53+0444,jimbob,467,1
1_346,diameter,36,2017-08-10 18:09:53+0445,jimbob,468,1
1_347,diameter,56,2017-08-10 18:09:53+0446,jimbob,469,1
1_348,diameter,38,2017-08-10 18:09:53+0447,jimbob,470,1
1_349,diameter,79,2017-08-10 18:09:53+0448,jimbob,471,1
1_350,diameter,38,2017-08-10 18:09:53+0449,jimbob,472,1
1_351,diameter,50,2017-08-10 18:09:53+0450,jimbob,473,1
1_352,diameter,42,2017-08-10 18:09:53+0451,jimbob,474,1
1_353,diameter,60,2017-08-10 18:09:53+0452,jimbob,475,1
1_354,diameter,39,2017-08-10 18:09:53+0453,jimbob,476,1
1_355,diameter,45,2017-08-10 18:09:53+0454,jimbob,477,1
1_356,diameter,37,2017-08-10 18:09:53+0455,jimbob,478,1
1_357,diameter,57,2017-08-10 18:09:53+0456,jimbob,479,1
1_358,diameter,39,2017-08-10 18:09:53+0457,jimbob,480,1
1_359,diameter,80,2017-08-10 18:09:53+0458,jimbob,481,1
1_360,diameter,39,2017-08-10 18:09:53+0459,jimbob,482,1
1_361,diameter,51,2017-08-10 18:09:53+0460,jimbob,483,1
1_362,diameter,43,2017-08-10 18:09:53+0461,jimbob,484,1
1_363,diameter,61,2017-08-10 18:09:53+0462,jimbob,485,1
1_364,diameter,40,2017-08-10 18:09:53+0463,jimbob,486,1
1_365,diameter,46,2017-08-10 18:09:53+0464,jimbob,487,1
1_366,diameter,38,2017-08-10 18:09:53+0465,jimbob,488,1
1_367,diameter,58,2017-08-10 18:09:53+0466,jimbob,489,1
1_368,diameter,40,2017-08-10 18:09:53+0467,jimbob,490,1
1_369,diameter,81,2017-08-10 18:09:53+0468,jimbob,491,1
1_370,diameter,40,2017-08-10 18:09:53+0469,jimbob,492,1
1_371,diameter,52,2017-08-10 18:09:53+0470,jimbob,493,1
1_372,diameter,44,2017-08-10 18:09:53+0471,jimbob,494,1
1_373,diameter,62,2017-08-10 18:09:53+0472,jimbob,495,1
1_374,diameter,41,2017-08-10 18:09:53+0473,jimbob,496,1
1_375,diameter,47,2017-08-10 18:09:53+0474,jimbob,497,1
1_376,diameter,39,2017-08-10 18:09:53+0475,jimbob,498,1
1_377,diameter,59,2017-08-10 18:09:53+0476,jimbob,499,1
1_378,diameter,41,2017-08-10 18:09:53+0477,jimbob,500,1
1_379,diameter,82,2017-08-10 18:09:53+0478,jimbob,501,1
1_380,diameter,41,2017-08-10 18:09:53+0479,jimbob,502,1
1_381,diameter,53,2017-08-10 18:09:53+0480,jimbob,503,1
1_382,diameter,45,2017-08-10 18:09:53+0481,jimbob,504,1
1_383,diameter,63,2017-08-10 18:09:53+0482,jimbob,505,1
1_384,diameter,42,2017-08-10 18:09:53+0483,jimbob,506,1
1_385,diameter,48,2017-08-10 18:09:53+0484,jimbob,507,1
1_386,diameter,40,2017-08-10 18:09:53+0485,jimbob,508,1
1_387,diameter,60,2017-08-10 18:09:53+0486,jimbob,509,1
1_388,diameter,42,2017-08-10 18:09:53+0487,jimbob,510,1
1_389,diameter,83,2017-08-10 18:09:53+0488,jimbob,511,1
1_390,diameter,42,2017-08-10 18:09:53+0489,jimbob,512,1
1_391,diameter,54,2017-08-10 18:09:53+0490,jimbob,513,1
1_392,diameter,46,2017-08-10 18:09:53+0491,jimbob,514,1
1_393,diameter,64,2017-08-10 18:09:53+0492,jimbob,515,1
1_394,diameter,43,2017-08-10 18:09:53+0493,jimbob,516,1
1_395,diameter,49,2017-08-10 18:09:53+0494,jimbob,517,1
1_396,diameter,41,2017-08-10 18:09:53+0495,jimbob,518,1
1_397,diameter,61,2017-08-10 18:09:53+0496,jimbob,519,1
1_398,diameter,43,2017-08-10 18:09:53+0497,jimbob,520,1
